Date,Close
7/8/2021,32877.37109
7/9/2021,33798.01172
7/10/2021,33520.51953
7/11/2021,34240.1875
7/12/2021,33155.84766
7/13/2021,32702.02539
7/14/2021,32822.34766
7/15/2021,31780.73047
7/16/2021,31421.53906
7/17/2021,31533.06836
7/18/2021,31796.81055
7/19/2021,30817.83203
7/20/2021,29807.34766
7/21/2021,32110.69336
7/22/2021,32313.10547
7/23/2021,33581.55078
7/24/2021,34292.44531
7/25/2021,35350.1875
7/26/2021,37337.53516
7/27/2021,39406.94141
7/28/2021,39995.90625
7/29/2021,40008.42188
7/30/2021,42235.54688
7/31/2021,41626.19531
8/1/2021,39974.89453
8/2/2021,39201.94531
8/3/2021,38152.98047
8/4/2021,39747.50391
8/5/2021,40869.55469
8/6/2021,42816.5
8/7/2021,44555.80078
8/8/2021,43798.11719
8/9/2021,46365.40234
8/10/2021,45585.03125
8/11/2021,45593.63672
8/12/2021,44428.28906
8/13/2021,47793.32031
8/14/2021,47096.94531
8/15/2021,47047.00391
8/16/2021,46004.48438
8/17/2021,44695.35938
8/18/2021,44801.1875
8/19/2021,46717.57813
8/20/2021,49339.17578
8/21/2021,48905.49219
8/22/2021,49321.65234
8/23/2021,49546.14844
8/24/2021,47706.11719
8/25/2021,48960.78906
8/26/2021,46942.21875
8/27/2021,49058.66797
8/28/2021,48902.40234
8/29/2021,48829.83203
8/30/2021,47054.98438
8/31/2021,47166.6875
9/1/2021,48847.02734
9/2/2021,49327.72266
9/3/2021,50025.375
9/4/2021,49944.625
9/5/2021,51753.41016
9/6/2021,52633.53516
9/7/2021,46811.12891
9/8/2021,46091.39063
9/9/2021,46391.42188
9/10/2021,44883.91016
9/11/2021,45201.45703
9/12/2021,46063.26953
9/13/2021,44963.07422
9/14/2021,47092.49219
9/15/2021,48176.34766
9/16/2021,47783.35938
9/17/2021,47267.51953
9/18/2021,48278.36328
9/19/2021,47260.21875
9/20/2021,42843.80078
9/21/2021,40693.67578
9/22/2021,43574.50781
9/23/2021,44895.09766
9/24/2021,42839.75
9/25/2021,42716.59375
9/26/2021,43208.53906
9/27/2021,42235.73047
9/28/2021,41034.54297
9/29/2021,41564.36328
9/30/2021,43790.89453
10/1/2021,48116.94141
10/2/2021,47711.48828
10/3/2021,48199.95313
10/4/2021,49112.90234
10/5/2021,51514.8125
10/6/2021,55361.44922
10/7/2021,53805.98438
10/8/2021,53967.84766
10/9/2021,54968.22266
10/10/2021,54771.57813
10/11/2021,57484.78906
10/12/2021,56041.05859
10/13/2021,57401.09766
10/14/2021,57321.52344
10/15/2021,61593.94922
10/16/2021,60892.17969
10/17/2021,61553.61719
10/18/2021,62026.07813
10/19/2021,64261.99219
10/20/2021,65992.83594
10/21/2021,62210.17188
10/22/2021,60692.26563
10/23/2021,61393.61719
10/24/2021,60930.83594
10/25/2021,63039.82422
10/26/2021,60363.79297
10/27/2021,58482.38672
10/28/2021,60622.13672
10/29/2021,62227.96484
10/30/2021,61888.83203
10/31/2021,61318.95703
11/1/2021,61004.40625
11/2/2021,63226.40234
11/3/2021,62970.04688
11/4/2021,61452.23047
11/5/2021,61125.67578
11/6/2021,61527.48047
11/7/2021,63326.98828
11/8/2021,67566.82813
11/9/2021,66971.82813
