Date,BTC,WBTC
2020-07-01 23:59:59,9228.32559024,9254.06970107
2020-07-02 23:59:59,9123.41015432,9233.62466723
2020-07-03 23:59:59,9087.30391103,9065.43495794
2020-07-04 23:59:59,9132.48795051,9176.487087
2020-07-05 23:59:59,9073.94286936,9104.7669809
2020-07-06 23:59:59,9375.47475925,9464.82403087
2020-07-07 23:59:59,9252.27750386,9313.13955235
2020-07-08 23:59:59,9428.3330848,9437.68255559
2020-07-09 23:59:59,9277.96790642,9298.73491729
2020-07-10 23:59:59,9278.8078672,9265.40143688
2020-07-11 23:59:59,9240.34632654,9235.22989292
2020-07-12 23:59:59,9276.49985018,9303.86595603
2020-07-13 23:59:59,9243.61385509,9197.33871182
2020-07-14 23:59:59,9243.21341642,9217.74462774
2020-07-15 23:59:59,9192.83736784,9258.53406014
2020-07-16 23:59:59,9132.22786293,9204.7417997
2020-07-17 23:59:59,9151.39223963,9133.29957565
2020-07-18 23:59:59,9159.03990531,9132.39107219
2020-07-19 23:59:59,9185.81691242,9154.0013328
2020-07-20 23:59:59,9164.2313647,9125.05266348
2020-07-21 23:59:59,9374.88752808,9356.65261656
2020-07-22 23:59:59,9525.36344997,9533.76202132
2020-07-23 23:59:59,9581.07201141,9666.2469226
2020-07-24 23:59:59,9536.89268563,9514.07005082
2020-07-25 23:59:59,9677.11349729,9707.09647125
2020-07-26 23:59:59,9905.16724705,9940.04139565
2020-07-27 23:59:59,10990.8733998,11039.9514996
2020-07-28 23:59:59,10912.8230505,10894.4773598
2020-07-29 23:59:59,11100.4681253,11218.1775105
2020-07-30 23:59:59,11111.2142899,11226.6971335
2020-07-31 23:59:59,11323.4664207,11919.1805283
2020-08-01 23:59:59,11759.5927707,11930.5366314
2020-08-02 23:59:59,11053.613901,10876.9749749
2020-08-03 23:59:59,11246.3487749,11126.892361
2020-08-04 23:59:59,11205.8929179,11144.5099504
2020-08-05 23:59:59,11747.0228312,11551.8996112
2020-08-06 23:59:59,11779.7732574,11783.5210274
2020-08-07 23:59:59,11601.4727146,11562.4477047
2020-08-08 23:59:59,11754.0458135,11724.5927649
2020-08-09 23:59:59,11675.7393433,11745.5831979
2020-08-10 23:59:59,11878.1113253,12008.021964
2020-08-11 23:59:59,11410.5256775,11503.5226797
2020-08-12 23:59:59,11584.9345762,11637.4302457
2020-08-13 23:59:59,11784.1373895,11906.3890855
2020-08-14 23:59:59,11768.8706193,11953.824101
2020-08-15 23:59:59,11865.69857,11646.0229265
2020-08-16 23:59:59,11892.8040631,12036.4977515
2020-08-17 23:59:59,12254.4019083,12180.5466159
2020-08-18 23:59:59,11991.2332456,12125.7055278
2020-08-19 23:59:59,11758.2835921,11767.3368151
2020-08-20 23:59:59,11878.3716211,11771.5070776
2020-08-21 23:59:59,11592.4890449,11430.2030367
2020-08-22 23:59:59,11681.8255623,11692.2329523
2020-08-23 23:59:59,11664.8479948,11622.2102233
2020-08-24 23:59:59,11774.5958414,11749.6257745
2020-08-25 23:59:59,11366.1350817,11449.234182
2020-08-26 23:59:59,11488.3634896,11626.0084246
2020-08-27 23:59:59,11323.3970324,11479.1757523
2020-08-28 23:59:59,11542.4997333,11675.7952957
2020-08-29 23:59:59,11506.8653177,12299.7898074
2020-08-30 23:59:59,11711.506161,11740.3332865
2020-08-31 23:59:59,11680.8204905,11845.5853788
2020-09-01 23:59:59,11970.4787405,11750.6287641
2020-09-02 23:59:59,11414.0337325,11495.7377094
2020-09-03 23:59:59,10245.296686,10564.65881
2020-09-04 23:59:59,10511.8138807,10548.8169291
2020-09-05 23:59:59,10169.567221,10272.636015
2020-09-06 23:59:59,10280.3517032,10299.8724949
2020-09-07 23:59:59,10369.5637386,10370.3701074
2020-09-08 23:59:59,10131.5166457,10146.9135384
2020-09-09 23:59:59,10242.3477803,10264.3824305
2020-09-10 23:59:59,10363.1390401,10381.2696437
2020-09-11 23:59:59,10400.9146854,10398.0917949
2020-09-12 23:59:59,10442.1706031,10473.9188773
2020-09-13 23:59:59,10323.7557975,10367.3009125
2020-09-14 23:59:59,10680.8374328,10700.845567
2020-09-15 23:59:59,10796.9509861,10823.3463953
2020-09-16 23:59:59,10974.9048915,11031.1059707
2020-09-17 23:59:59,10948.9899152,10991.9225053
2020-09-18 23:59:59,10944.5858045,10949.3591313
2020-09-19 23:59:59,11094.3462761,11145.546794
2020-09-20 23:59:59,10938.2712894,10967.9372269
2020-09-21 23:59:59,10462.2596185,10551.3470097
2020-09-22 23:59:59,10538.4603213,10539.1229254
2020-09-23 23:59:59,10246.18649281,10264.75990136
2020-09-24 23:59:59,10760.06625677,10738.42963538
2020-09-25 23:59:59,10692.71721234,10693.94576438
2020-09-26 23:59:59,10750.72357903,10756.7108739
2020-09-27 23:59:59,10775.26937624,10782.92902767
2020-09-28 23:59:59,10709.65218175,10761.22120883
2020-09-29 23:59:59,10844.64098118,10843.72740571
2020-09-30 23:59:59,10784.49157795,10779.25832515
2020-10-01 23:59:59,10619.45190766,10621.46116192
2020-10-02 23:59:59,10575.97504191,10573.4391845
2020-10-03 23:59:59,10549.32889962,10556.77345687
2020-10-04 23:59:59,10669.58254327,10667.024805
2020-10-05 23:59:59,10793.33942751,10798.55169663
2020-10-06 23:59:59,10604.40588882,10612.53783883
2020-10-07 23:59:59,10668.96895539,10670.3929312
2020-10-08 23:59:59,10915.68573098,10908.85962413
2020-10-09 23:59:59,11064.45759247,11071.4336965
2020-10-10 23:59:59,11296.3614282,11306.53170154
2020-10-11 23:59:59,11384.1819535,11379.33856788
2020-10-12 23:59:59,11555.3628878,11542.78760073
2020-10-13 23:59:59,11425.8994007,11428.21753311
2020-10-14 23:59:59,11429.50688675,11430.97129915
2020-10-15 23:59:59,11495.34965037,11491.64932562
2020-10-16 23:59:59,11322.12268618,11318.26280402
2020-10-17 23:59:59,11358.10156733,11360.85548727
2020-10-18 23:59:59,11483.35971184,11486.036491
2020-10-19 23:59:59,11742.03715033,11735.53436679
2020-10-20 23:59:59,11916.33514058,11919.94429993
2020-10-21 23:59:59,12823.68918938,12861.88674374
2020-10-22 23:59:59,12965.89129043,12941.39851352
2020-10-23 23:59:59,12931.53902256,12914.28103537
2020-10-24 23:59:59,13108.06261161,13106.40553066
2020-10-25 23:59:59,13031.17431056,13030.17959817
2020-10-26 23:59:59,13075.24769656,13054.63449324
2020-10-27 23:59:59,13654.21844012,13617.29388511
2020-10-28 23:59:59,13271.28536861,13225.86486601
2020-10-29 23:59:59,13437.8832414,13413.61231564
2020-10-30 23:59:59,13546.52226938,13503.27401068
2020-10-31 23:59:59,13780.99470249,13715.39643563
2020-11-01 23:59:59,13737.10982864,13649.20393816
2020-11-02 23:59:59,13550.4893841,13432.17517808
2020-11-03 23:59:59,13950.30084729,13913.52510466
2020-11-04 23:59:59,14133.70715301,14066.74765791
2020-11-05 23:59:59,15579.84846029,15509.62071378
2020-11-06 23:59:59,15565.88058083,15533.67523036
2020-11-07 23:59:59,14833.7541075,14823.48783502
2020-11-08 23:59:59,15479.56703842,15451.86771954
2020-11-09 23:59:59,15332.31559743,15294.62058694
2020-11-10 23:59:59,15290.90268148,15243.54803965
2020-11-11 23:59:59,15701.33973237,15696.9410833
2020-11-12 23:59:59,16276.34394919,16226.75594981
2020-11-13 23:59:59,16317.80819009,16232.41870895
2020-11-14 23:59:59,16068.13870685,16039.94330911
2020-11-15 23:59:59,15955.58743887,15887.31707739
2020-11-16 23:59:59,16716.11132377,16665.1959337
2020-11-17 23:59:59,17645.40576746,17654.38988443
2020-11-18 23:59:59,17804.00563217,17793.18068606
2020-11-19 23:59:59,17817.09024754,17788.11661114
2020-11-20 23:59:59,18621.31436938,18623.14429884
2020-11-21 23:59:59,18642.23276593,18601.52605375
2020-11-22 23:59:59,18370.00252365,18398.17223527
2020-11-23 23:59:59,18364.12159134,18358.94405618
2020-11-24 23:59:59,19107.46444977,19146.87129614
2020-11-25 23:59:59,18732.1207774,18690.25031531
2020-11-26 23:59:59,17150.62357809,17123.87418362
2020-11-27 23:59:59,17108.40172774,17060.38877575
2020-11-28 23:59:59,17717.4150112,17734.59088211
2020-11-29 23:59:59,18177.48341979,18167.77554048
2020-11-30 23:59:59,19625.83502949,19619.04234746
2020-12-01 23:59:59,18802.99829969,18828.37847085
2020-12-02 23:59:59,19201.09115697,19214.0018119
2020-12-03 23:59:59,19445.39847988,19460.82338178
2020-12-04 23:59:59,18699.76561337,18665.34367697
2020-12-05 23:59:59,19154.231131,19150.38190107
2020-12-06 23:59:59,19345.12095871,19383.04444957
2020-12-07 23:59:59,19191.63128698,19176.62745595
2020-12-08 23:59:59,18321.14491611,18327.36819814
2020-12-09 23:59:59,18553.91537685,18531.14730714
2020-12-10 23:59:59,18264.99210672,18250.66104503
2020-12-11 23:59:59,18058.90334725,18054.93479045
2020-12-12 23:59:59,18803.65687045,18781.90635904
2020-12-13 23:59:59,19142.3825335,19163.82278105
2020-12-14 23:59:59,19246.64434137,19278.18265269
2020-12-15 23:59:59,19417.07603342,19428.90591295
2020-12-16 23:59:59,21310.59813054,21367.41244952
2020-12-17 23:59:59,22805.16149213,22818.60992489
2020-12-18 23:59:59,23137.96056165,23146.71864309
2020-12-19 23:59:59,23869.83196434,23874.19523847
2020-12-20 23:59:59,23477.29519711,23471.9975396
2020-12-21 23:59:59,22803.0814087,22744.4645221
2020-12-22 23:59:59,23783.02850288,23820.51040882
2020-12-23 23:59:59,23241.34486501,23229.81724171
2020-12-24 23:59:59,23735.94972763,23737.31321472
2020-12-25 23:59:59,24664.79027412,24652.14594374
2020-12-26 23:59:59,26437.0375091,26409.52998928
2020-12-27 23:59:59,26272.29456706,26237.58260542
2020-12-28 23:59:59,27084.80788628,27025.55608623
2020-12-29 23:59:59,27362.4365573,27191.39437087
2020-12-30 23:59:59,28840.95341968,28788.81370493
2020-12-31 23:59:59,29001.71982218,28977.74411974
2021-01-01 23:59:59,29374.15188907,29349.44212426
2021-01-02 23:59:59,32127.26793922,32164.80094523
2021-01-03 23:59:59,32782.02446581,33008.12944771
2021-01-04 23:59:59,31971.91352155,31950.10975632
2021-01-05 23:59:59,33992.42934365,33968.23747749
2021-01-06 23:59:59,36824.36441009,36680.52026984
2021-01-07 23:59:59,39371.04235311,39335.30961325
2021-01-08 23:59:59,40797.61071993,40574.24194593
2021-01-09 23:59:59,40254.54649816,40236.76887615
2021-01-10 23:59:59,38356.43950662,38332.33917873
2021-01-11 23:59:59,35566.65594049,35375.0237638
2021-01-12 23:59:59,33922.9605815,33853.32485985
2021-01-13 23:59:59,37316.35939997,37305.65289141
2021-01-14 23:59:59,39187.32812109,39188.64360981
2021-01-15 23:59:59,36825.36585131,36693.60170339
2021-01-16 23:59:59,36178.13890106,36252.39678805
2021-01-17 23:59:59,35791.27792129,35895.35305404
2021-01-18 23:59:59,36630.07568284,36615.97474265
2021-01-19 23:59:59,36069.80639361,36143.04931826
2021-01-20 23:59:59,35547.7508855,35489.38657054
2021-01-21 23:59:59,30825.69850603,30795.2831446
2021-01-22 23:59:59,33005.76356216,32980.39015791
2021-01-23 23:59:59,32067.64288212,32081.55814134
2021-01-24 23:59:59,32289.37808687,32241.79889815
2021-01-25 23:59:59,32366.39304887,32337.58944796
2021-01-26 23:59:59,32569.84955679,32668.15656886
2021-01-27 23:59:59,30432.54707881,30431.74610361
2021-01-28 23:59:59,33466.09635821,33315.12752081
2021-01-29 23:59:59,34316.38765032,34312.94454296
2021-01-30 23:59:59,34269.52154165,34355.65157531
2021-01-31 23:59:59,33114.35774753,33085.08072341
2021-02-01 23:59:59,33537.1768196,33702.03377319
2021-02-02 23:59:59,35510.28903716,35519.5210997
2021-02-03 23:59:59,37472.09010368,37513.78382791
2021-02-04 23:59:59,36926.06446515,36990.566618
2021-02-05 23:59:59,38144.30686267,38241.69089467
2021-02-06 23:59:59,39266.01073494,39329.4861526
2021-02-07 23:59:59,38903.44147971,38877.48433487
2021-02-08 23:59:59,46196.46371944,46403.36678208
2021-02-09 23:59:59,46481.10423596,46560.31404944
2021-02-10 23:59:59,44918.18449192,44846.93430832
2021-02-11 23:59:59,47909.33119483,47751.07330839
2021-02-12 23:59:59,47504.85118326,47508.2423937
2021-02-13 23:59:59,47105.51747252,47123.2711183
2021-02-14 23:59:59,48717.2902111,48696.93181553
2021-02-15 23:59:59,47945.05683234,47959.18529488
2021-02-16 23:59:59,49199.87134362,49110.090827
2021-02-17 23:59:59,52149.00753587,52193.2642924
2021-02-18 23:59:59,51679.79669449,51684.30042287
2021-02-19 23:59:59,55888.13368221,55759.77794435
2021-02-20 23:59:59,56099.52051348,55937.3979345
2021-02-21 23:59:59,57539.9436679,57557.97282978
2021-02-22 23:59:59,54207.31906543,54191.46290407
2021-02-23 23:59:59,48824.42686909,48617.61209255
2021-02-24 23:59:59,49705.33331637,49437.05883006
2021-02-25 23:59:59,47093.85301914,47041.73095564
2021-02-26 23:59:59,46339.76008289,46178.60471541
2021-02-27 23:59:59,46188.45127539,45958.58775577
2021-02-28 23:59:59,45137.77046805,45290.67699151
2021-03-01 23:59:59,49631.24137077,49528.85731283
2021-03-02 23:59:59,48378.98805435,48205.6397878
2021-03-03 23:59:59,50538.24341445,50582.24988983
2021-03-04 23:59:59,48561.1661539,48463.64469125
2021-03-05 23:59:59,48927.3045548,48602.86841419
2021-03-06 23:59:59,48912.38173056,48975.89251901
2021-03-07 23:59:59,51206.69295308,51406.18470262
2021-03-08 23:59:59,52246.52230995,52028.68434221
2021-03-09 23:59:59,54824.11781138,54635.77290869
2021-03-10 23:59:59,56008.54940114,56132.18384701
2021-03-11 23:59:59,57805.12301924,57778.79914322
2021-03-12 23:59:59,57332.08896391,57230.41679889
2021-03-13 23:59:59,61243.08476552,61086.43861603
2021-03-14 23:59:59,59302.31697742,59399.40844769
2021-03-15 23:59:59,55907.20022619,55848.68018498
2021-03-16 23:59:59,56804.90123161,56518.7306478
2021-03-17 23:59:59,58870.89333325,58921.40187289
2021-03-18 23:59:59,57858.92070527,57878.70092057
2021-03-19 23:59:59,58346.65297359,58265.00213156
2021-03-20 23:59:59,58313.64260857,58320.95435809
2021-03-21 23:59:59,57523.42098673,57493.49460429
2021-03-22 23:59:59,54529.14561107,54507.57047195
2021-03-23 23:59:59,54738.94493032,54722.18174143
2021-03-24 23:59:59,52774.26369049,52814.36819773
2021-03-25 23:59:59,51704.1619252,51704.31511487
2021-03-26 23:59:59,55137.31372578,55028.76347011
2021-03-27 23:59:59,55973.51084173,55962.29641606
2021-03-28 23:59:59,55950.7457745,55948.6091065
2021-03-29 23:59:59,57750.19987147,57659.19796129
2021-03-30 23:59:59,58917.6930451,58864.73646644
2021-03-31 23:59:59,58918.83271375,59067.00884384
2021-04-01 23:59:59,59095.80797806,59071.53463139
2021-04-02 23:59:59,59384.3133586,59351.16016263
2021-04-03 23:59:59,57603.88917376,57611.91231682
2021-04-04 23:59:59,58758.55629127,58592.25936047
2021-04-05 23:59:59,59057.87896588,58570.26003539
2021-04-06 23:59:59,58192.35868406,58027.45185475
2021-04-07 23:59:59,56048.93781271,56272.28270435
2021-04-08 23:59:59,58323.95357975,58232.90649007
2021-04-09 23:59:59,58245.00300108,58269.92961252
2021-04-10 23:59:59,59793.23541009,59746.68577614
2021-04-11 23:59:59,60204.96491379,60154.70447274
2021-04-12 23:59:59,59893.45188869,59927.61505288
2021-04-13 23:59:59,63503.45793019,63436.57977955
2021-04-14 23:59:59,63109.69593464,63127.86119
2021-04-15 23:59:59,63314.01084504,63187.94189239
2021-04-16 23:59:59,61572.78960116,61647.07838067
2021-04-17 23:59:59,60683.82123331,60753.66771379
2021-04-18 23:59:59,56216.18500243,56190.55596866
2021-04-19 23:59:59,55724.26709807,55744.0078023
2021-04-20 23:59:59,56473.0322808,56477.14064212
2021-04-21 23:59:59,53906.08804584,54024.74973271
2021-04-22 23:59:59,51762.27205146,51667.877282
2021-04-23 23:59:59,51093.65070999,51133.23697259
2021-04-24 23:59:59,50050.86821565,50092.5801258
2021-04-25 23:59:59,49004.25326318,49134.72762908
2021-04-26 23:59:59,54021.75478737,54092.54924012
2021-04-27 23:59:59,55033.11801332,55047.08672741
2021-04-28 23:59:59,54824.70489507,54830.5904877
2021-04-29 23:59:59,53555.10849133,53647.60352689
2021-04-30 23:59:59,57750.17734563,57880.62807351
2021-05-01 23:59:59,57828.05063222,57790.94522217
2021-05-02 23:59:59,56631.07741255,56381.79120184
2021-05-03 23:59:59,57200.29122289,57419.66263845
2021-05-04 23:59:59,53333.53775274,53304.35824351
2021-05-05 23:59:59,57424.00594813,57558.32965608
2021-05-06 23:59:59,56396.51416376,56543.90711398
2021-05-07 23:59:59,57356.40187692,57509.28203286
2021-05-08 23:59:59,58803.77580865,59290.92733346
2021-05-09 23:59:59,58232.3161419,58269.82650108
2021-05-10 23:59:59,55859.79754454,56110.16418314
2021-05-11 23:59:59,56704.5730585,57035.1217856
2021-05-12 23:59:59,49150.53387514,49433.48091981
2021-05-13 23:59:59,49716.19160254,49687.08112452
2021-05-14 23:59:59,49880.53342038,50099.0692121
2021-05-15 23:59:59,46760.18656071,46873.4121147
2021-05-16 23:59:59,46456.05847448,46391.50876738
2021-05-17 23:59:59,43537.51138918,43538.52809983
2021-05-18 23:59:59,42909.40092517,43099.41398235
2021-05-19 23:59:59,37002.4404659,37000.04184354
2021-05-20 23:59:59,40782.73826245,40761.14996506
2021-05-21 23:59:59,37304.69067136,37303.96545029
2021-05-22 23:59:59,37536.63111241,37619.23574488
2021-05-23 23:59:59,34770.58362292,34904.07773422
2021-05-24 23:59:59,38705.97863723,38770.43572648
2021-05-25 23:59:59,38402.22385137,38409.56818005
2021-05-26 23:59:59,39294.19738214,39377.94197607
2021-05-27 23:59:59,38436.96853505,38495.1622238
2021-05-28 23:59:59,35697.60639024,35999.61465642
2021-05-29 23:59:59,34616.06800347,34692.2484778
2021-05-30 23:59:59,35678.12920411,35663.08895633
2021-05-31 23:59:59,37332.85368874,37391.82184235
2021-06-01 23:59:59,36684.92451667,36706.41877206
2021-06-02 23:59:59,37575.17957566,37648.3700934
2021-06-03 23:59:59,39208.76599489,39154.92789576
2021-06-04 23:59:59,36894.40532994,36938.9944354
2021-06-05 23:59:59,35551.95872588,35579.82810664
2021-06-06 23:59:59,35862.37772747,35851.13573972
2021-06-07 23:59:59,33560.70783776,33646.21265275
2021-06-08 23:59:59,33472.63174808,33457.48690444
2021-06-09 23:59:59,37345.12148619,37322.84919926
2021-06-10 23:59:59,36702.59937466,36711.75192393
2021-06-11 23:59:59,37334.39952553,37259.91979465
2021-06-12 23:59:59,35552.51714847,35586.76506316
2021-06-13 23:59:59,39097.86089667,38899.29583171
2021-06-14 23:59:59,40218.47785943,39901.55563599
2021-06-15 23:59:59,40406.26898673,40438.42242212
2021-06-16 23:59:59,38347.06322666,38333.12985098
2021-06-17 23:59:59,38053.50417253,38009.69964626
2021-06-18 23:59:59,35787.24478177,35772.05213657
2021-06-19 23:59:59,35615.86927002,35607.27756877
2021-06-20 23:59:59,35698.29644336,35670.93128632
2021-06-21 23:59:59,31676.69373254,31662.63781054
2021-06-22 23:59:59,32505.6598245,32448.80416062
2021-06-23 23:59:59,33723.0289781,33736.60977678
2021-06-24 23:59:59,34662.43589358,34668.0398163
2021-06-25 23:59:59,31637.78005541,31733.60075059
2021-06-26 23:59:59,32186.27767093,32055.92599362
2021-06-27 23:59:59,34649.64458753,34590.68663608
2021-06-28 23:59:59,34434.33531428,34366.25611107
2021-06-29 23:59:59,35867.77773549,35900.97542985
2021-06-30 23:59:59,35040.83724889,35090.36158036
2021-07-01 23:59:59,33572.11765253,33519.0474924
2021-07-02 23:59:59,33897.04858963,33824.2633391
2021-07-03 23:59:59,34668.54840182,34676.98591455
2021-07-04 23:59:59,35287.77976616,35289.76293143
2021-07-05 23:59:59,33746.00245614,33806.66176437
2021-07-06 23:59:59,34235.19345116,34189.37282594
